No.,Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
35682,135682,Business,Freshman,3.203,0.07,Direct_Answer_Generation,Advanced,3,FALSE,4.65,2,Actively_Encouraged,5,3.238,84.07,Medium
35683,135683,Humanities,Freshman,2.646,11.77,Direct_Answer_Generation,Advanced,5,FALSE,10.23,2,Actively_Encouraged,7,2.783,92,Medium
35684,135684,Business,Sophomore,3.296,1.92,Ideation,Beginner,1,FALSE,7.69,1,Actively_Encouraged,3,3.285,66.66,Low
35685,135685,Business,Sophomore,3.261,1.74,Copywriting/Drafting,Beginner,1,TRUE,26.11,2,Actively_Encouraged,5,3.804,91.71,Low
35686,135686,Humanities,Freshman,2.883,3.72,Copywriting/Drafting,Intermediate,4,TRUE,6.31,2,Allowed_With_Citation,3,3.078,59.51,Low
35687,135687,Humanities,Junior,3.732,4.64,Copywriting/Drafting,Beginner,2,FALSE,4.94,2,Actively_Encouraged,5,3.744,65.79,Medium
35688,135688,STEM,Freshman,2.695,16.35,Ideation,Advanced,5,TRUE,10.64,6,Strict_Ban,8,2.812,82.42,High
35689,135689,Business,Freshman,3.675,11.65,Debugging/Troubleshooting,Beginner,1,FALSE,6.62,9,Allowed_With_Citation,2,3.7,65.82,Low
35690,135690,Humanities,Freshman,3.769,10.96,Copywriting/Drafting,Advanced,3,FALSE,16.11,6,Actively_Encouraged,6,3.844,77.48,Low
35691,135691,Humanities,Graduate,2.823,5.35,Summarizing_Reading,Advanced,4,FALSE,11.84,3,Allowed_With_Citation,6,3.017,81.43,Medium
35692,135692,Humanities,Sophomore,3.261,4.54,Copywriting/Drafting,Advanced,4,TRUE,1,2,Actively_Encouraged,5,3.317,94.11,Low
35693,135693,Business,Sophomore,3.776,9.46,Ideation,Advanced,4,TRUE,12.1,4,Actively_Encouraged,2,4,81.08,Low
35694,135694,Business,Junior,3.649,2.93,Debugging/Troubleshooting,Intermediate,2,FALSE,19.35,5,Actively_Encouraged,5,3.919,76.67,Low
35695,135695,Humanities,Freshman,2.735,23.15,Summarizing_Reading,Advanced,4,TRUE,7.27,7,Allowed_With_Citation,2,2.84,92.62,High
35696,135696,STEM,Sophomore,3.09,0.99,Debugging/Troubleshooting,Intermediate,3,FALSE,11.56,4,Strict_Ban,4,3.284,55,Medium
35697,135697,Business,Freshman,2.524,9.95,Ideation,Intermediate,3,FALSE,14.34,3,Allowed_With_Citation,3,2.636,100,Medium
35698,135698,Medical,Sophomore,3.985,0.46,Summarizing_Reading,Beginner,1,TRUE,10.37,3,Strict_Ban,4,4,67.6,Low
35699,135699,Arts,Graduate,3.638,27.21,Copywriting/Drafting,Beginner,2,TRUE,14.66,7,Allowed_With_Citation,6,4,53.82,High
35700,135700,Medical,Freshman,2.821,2.1,Ideation,Beginner,2,FALSE,8.1,1,Actively_Encouraged,7,2.672,45.08,Medium
35701,135701,STEM,Junior,3.536,0.72,Debugging/Troubleshooting,Advanced,4,FALSE,6.45,2,Strict_Ban,2,3.83,100,Low
35702,135702,STEM,Senior,2.426,40,Ideation,Intermediate,4,TRUE,4.33,7,Allowed_With_Citation,3,2.775,68.36,High
35703,135703,Business,Graduate,2.164,4.82,Copywriting/Drafting,Beginner,1,FALSE,18.67,3,Allowed_With_Citation,7,2.607,76.77,High
35704,135704,STEM,Graduate,3.919,12.78,Ideation,Intermediate,3,TRUE,1,4,Actively_Encouraged,5,3.799,58.92,High
35705,135705,STEM,Sophomore,3.562,11.13,Copywriting/Drafting,Intermediate,2,TRUE,15.28,7,Strict_Ban,10,3.662,77.32,Medium
35706,135706,Humanities,Graduate,2.351,8.14,Ideation,Intermediate,2,FALSE,11.18,2,Strict_Ban,2,2.725,70.29,High
35707,135707,STEM,Sophomore,3.145,6.99,Debugging/Troubleshooting,Intermediate,1,TRUE,8.14,2,Actively_Encouraged,4,3.134,91.2,Low
35708,135708,STEM,Graduate,3.112,1.5,Debugging/Troubleshooting,Beginner,1,FALSE,8.1,2,Allowed_With_Citation,2,3.27,57.44,High
35709,135709,Medical,Freshman,3.007,11.14,Copywriting/Drafting,Beginner,2,TRUE,9.64,4,Allowed_With_Citation,4,3.214,51.94,High
35710,135710,STEM,Freshman,3.178,2.64,Copywriting/Drafting,Advanced,3,FALSE,14.73,3,Allowed_With_Citation,2,3.265,73.19,Low
35711,135711,STEM,Freshman,2.87,3.9,Summarizing_Reading,Intermediate,1,FALSE,13.26,4,Actively_Encouraged,5,2.787,66.82,Medium
35712,135712,STEM,Sophomore,2.621,20.41,Debugging/Troubleshooting,Intermediate,3,TRUE,8.21,5,Allowed_With_Citation,4,2.769,80.21,Medium
35713,135713,Arts,Graduate,2.841,0.7,Copywriting/Drafting,Beginner,3,FALSE,16.11,3,Allowed_With_Citation,1,3.181,89.87,Medium
35714,135714,Business,Freshman,3.782,5.83,Debugging/Troubleshooting,Advanced,4,TRUE,13.68,3,Strict_Ban,2,4,100,Medium
35715,135715,STEM,Sophomore,2.037,17.76,Summarizing_Reading,Beginner,3,TRUE,5.89,4,Allowed_With_Citation,5,2.149,69.5,High
35716,135716,STEM,Freshman,3.243,6.64,Ideation,Intermediate,2,FALSE,12.21,4,Allowed_With_Citation,1,3.45,64.3,Medium
35717,135717,Business,Sophomore,2.811,18.86,Direct_Answer_Generation,Intermediate,5,TRUE,2.04,8,Strict_Ban,9,2.416,76.63,High
35718,135718,STEM,Freshman,1.785,1.57,Debugging/Troubleshooting,Advanced,4,FALSE,9.37,4,Actively_Encouraged,3,2.042,96.13,High
35719,135719,Medical,Junior,3.24,0.8,Summarizing_Reading,Intermediate,5,TRUE,13.14,1,Allowed_With_Citation,3,3.175,75.74,Low
35720,135720,Business,Graduate,2.756,10.98,Ideation,Advanced,4,TRUE,9.5,2,Allowed_With_Citation,5,2.946,76.87,High
35721,135721,STEM,Junior,3.286,6.14,Direct_Answer_Generation,Beginner,3,TRUE,12.47,3,Allowed_With_Citation,3,3.566,99.33,Medium
35722,135722,Arts,Senior,3.77,2.07,Copywriting/Drafting,Beginner,1,FALSE,14.09,1,Allowed_With_Citation,6,4,89.23,Medium
35723,135723,Humanities,Junior,3.52,0.36,Summarizing_Reading,Beginner,1,FALSE,9.12,1,Allowed_With_Citation,3,3.566,88.14,Low
35724,135724,STEM,Freshman,2.201,9.8,Ideation,Beginner,1,FALSE,2.58,6,Allowed_With_Citation,4,2.061,84.26,Medium
35725,135725,Humanities,Junior,3.937,18.99,Copywriting/Drafting,Beginner,2,TRUE,12.19,6,Strict_Ban,6,4,84.77,Low
35726,135726,Arts,Graduate,3.216,15.07,Copywriting/Drafting,Intermediate,1,FALSE,1,3,Actively_Encouraged,2,3.53,76.89,High
35727,135727,STEM,Junior,3.252,0.25,Copywriting/Drafting,Beginner,1,FALSE,10.45,1,Allowed_With_Citation,2,3.162,63.65,Low
35728,135728,Humanities,Junior,2.529,2.59,Copywriting/Drafting,Intermediate,3,FALSE,13.36,1,Allowed_With_Citation,4,2.976,83.05,Low
35729,135729,STEM,Senior,3.314,40,Direct_Answer_Generation,Advanced,3,FALSE,6.99,9,Allowed_With_Citation,6,2.994,41.33,High
35730,135730,Arts,Graduate,3.633,3.82,Copywriting/Drafting,Intermediate,1,FALSE,21.19,4,Allowed_With_Citation,4,3.848,84.24,Medium
35731,135731,Humanities,Junior,3.588,0.23,Summarizing_Reading,Beginner,2,TRUE,18.29,2,Allowed_With_Citation,5,3.688,86.94,Low
35732,135732,STEM,Sophomore,3.789,2.96,Direct_Answer_Generation,Advanced,3,FALSE,5.11,1,Actively_Encouraged,1,3.804,81.36,Medium
35733,135733,Business,Freshman,3.9,8.77,Direct_Answer_Generation,Advanced,4,FALSE,12,2,Allowed_With_Citation,2,4,76.73,Low
35734,135734,Business,Freshman,2.481,2.12,Ideation,Intermediate,3,TRUE,9.75,3,Actively_Encouraged,3,2.537,69.31,High
35735,135735,Arts,Senior,3.751,4.05,Debugging/Troubleshooting,Advanced,5,FALSE,16.82,1,Strict_Ban,2,4,100,Low
35736,135736,Humanities,Junior,3.295,9.38,Copywriting/Drafting,Intermediate,1,FALSE,16.89,5,Strict_Ban,1,3.907,100,Medium
35737,135737,Arts,Sophomore,3.228,2.32,Copywriting/Drafting,Beginner,2,TRUE,24.55,4,Allowed_With_Citation,5,3.584,91.45,Low
35738,135738,Humanities,Senior,3.445,21.85,Copywriting/Drafting,Advanced,5,TRUE,14.6,4,Actively_Encouraged,5,3.793,84.81,High
35739,135739,STEM,Sophomore,3.122,4.21,Debugging/Troubleshooting,Beginner,1,FALSE,13.27,4,Allowed_With_Citation,8,3.38,71.03,Medium
35740,135740,Arts,Sophomore,1.396,2.04,Copywriting/Drafting,Beginner,1,TRUE,14.09,6,Allowed_With_Citation,4,1.773,59.32,Medium
35741,135741,Business,Freshman,2.897,4.39,Summarizing_Reading,Beginner,2,FALSE,14.8,4,Allowed_With_Citation,5,3.289,84.5,High
35742,135742,Business,Junior,3.596,16.93,Ideation,Intermediate,3,TRUE,13.87,5,Actively_Encouraged,4,3.839,92.91,High
35743,135743,Medical,Sophomore,3.625,8.98,Debugging/Troubleshooting,Advanced,4,FALSE,16.33,4,Allowed_With_Citation,5,4,100,Low
35744,135744,Business,Senior,3.241,8.17,Ideation,Beginner,3,TRUE,14.62,3,Actively_Encouraged,3,3.652,79.24,High
35745,135745,STEM,Senior,2.99,19.35,Debugging/Troubleshooting,Advanced,3,TRUE,19.84,6,Allowed_With_Citation,3,3.59,100,High
35746,135746,Medical,Freshman,2.961,6.34,Copywriting/Drafting,Beginner,3,TRUE,23.28,1,Strict_Ban,1,3.379,83.54,High
35747,135747,STEM,Freshman,3.33,1.71,Debugging/Troubleshooting,Advanced,4,TRUE,11.2,3,Allowed_With_Citation,4,3.273,68.82,Low
35748,135748,Business,Sophomore,3.3,7.21,Ideation,Beginner,2,FALSE,18.64,1,Actively_Encouraged,1,3.554,93.85,Low
35749,135749,STEM,Junior,2.961,22.96,Debugging/Troubleshooting,Advanced,3,TRUE,10.69,4,Strict_Ban,9,3.624,83.84,High
35750,135750,STEM,Sophomore,3.663,40,Copywriting/Drafting,Beginner,2,FALSE,1,10,Allowed_With_Citation,4,3.795,70.28,High
35751,135751,Business,Sophomore,3.311,0.25,Ideation,Advanced,3,FALSE,6.08,1,Actively_Encouraged,2,3.376,78.11,Medium
35752,135752,Humanities,Freshman,3.629,0.83,Copywriting/Drafting,Beginner,3,FALSE,15.91,5,Actively_Encouraged,7,3.748,58.69,Low
35753,135753,Business,Sophomore,3.279,12.78,Copywriting/Drafting,Intermediate,5,TRUE,9.18,4,Actively_Encouraged,1,3.74,80.9,High
35754,135754,Arts,Junior,3.456,36,Summarizing_Reading,Beginner,3,TRUE,12.6,6,Allowed_With_Citation,4,3.969,66.49,High
35755,135755,Humanities,Graduate,3.463,1.31,Summarizing_Reading,Intermediate,3,TRUE,17.02,1,Allowed_With_Citation,5,3.867,58.15,Low
35756,135756,Business,Senior,2.475,9.77,Ideation,Intermediate,2,FALSE,7.64,5,Allowed_With_Citation,5,2.921,77.92,Low
35757,135757,Arts,Senior,2.684,5.43,Copywriting/Drafting,Advanced,5,FALSE,10.05,4,Allowed_With_Citation,3,2.973,68.55,Low
35758,135758,Business,Junior,3.82,6.28,Ideation,Intermediate,4,FALSE,9.68,5,Allowed_With_Citation,3,3.901,84.75,Low
35759,135759,Business,Sophomore,2.657,0.18,Direct_Answer_Generation,Advanced,5,TRUE,13.03,2,Allowed_With_Citation,7,2.866,72.54,High
35760,135760,Humanities,Graduate,3.066,6.88,Copywriting/Drafting,Advanced,4,FALSE,7.84,1,Allowed_With_Citation,3,3,77.19,Low
35761,135761,Humanities,Sophomore,3.654,13.52,Copywriting/Drafting,Advanced,5,TRUE,9.49,5,Strict_Ban,5,3.817,70.52,High
35762,135762,Humanities,Junior,2.68,0.64,Copywriting/Drafting,Intermediate,3,FALSE,13.1,2,Actively_Encouraged,4,2.876,61.8,Low
35763,135763,Humanities,Sophomore,3.214,2.52,Copywriting/Drafting,Advanced,5,FALSE,19.08,3,Strict_Ban,7,3.766,71.11,Medium
35764,135764,Business,Senior,2.988,3.04,Ideation,Intermediate,2,FALSE,9.01,1,Allowed_With_Citation,4,3.189,60.31,Low
35765,135765,STEM,Junior,3.45,7.7,Debugging/Troubleshooting,Beginner,1,FALSE,12.01,4,Strict_Ban,2,3.763,58.05,High
35766,135766,Medical,Graduate,3.648,5.09,Copywriting/Drafting,Advanced,4,FALSE,12.36,4,Allowed_With_Citation,1,4,55.74,Medium
35767,135767,Arts,Junior,3.823,5.88,Copywriting/Drafting,Beginner,3,TRUE,4.43,3,Allowed_With_Citation,2,4,98.64,Low
35768,135768,STEM,Freshman,3.063,9.29,Ideation,Beginner,2,FALSE,5.68,2,Strict_Ban,9,3.148,76.44,Medium
35769,135769,STEM,Graduate,3.684,0.31,Debugging/Troubleshooting,Beginner,2,TRUE,12.62,1,Actively_Encouraged,2,4,65.43,High
35770,135770,Business,Junior,3.713,7.28,Ideation,Intermediate,4,FALSE,7.24,4,Actively_Encouraged,5,3.774,82.12,Medium
35771,135771,Business,Sophomore,3.187,13.55,Debugging/Troubleshooting,Beginner,2,TRUE,10.57,5,Actively_Encouraged,3,3.374,68.81,Medium
35772,135772,Medical,Sophomore,2.772,15.29,Summarizing_Reading,Intermediate,1,FALSE,8.12,2,Actively_Encouraged,1,2.859,57.06,High
35773,135773,STEM,Freshman,3.109,18.52,Summarizing_Reading,Beginner,2,TRUE,3.35,4,Strict_Ban,8,3.105,76.55,High
35774,135774,STEM,Freshman,3.143,1.04,Debugging/Troubleshooting,Intermediate,3,FALSE,17.22,1,Allowed_With_Citation,1,3.197,79.59,Low
35775,135775,Medical,Junior,3.45,14.25,Direct_Answer_Generation,Intermediate,3,TRUE,11.69,4,Allowed_With_Citation,2,3.784,64.04,Medium
35776,135776,STEM,Graduate,2.642,16.95,Debugging/Troubleshooting,Advanced,5,TRUE,12.09,8,Allowed_With_Citation,6,3.352,90.9,High
35777,135777,Business,Freshman,2.939,12.8,Ideation,Beginner,2,TRUE,4.28,3,Allowed_With_Citation,2,2.893,80.02,Medium
35778,135778,STEM,Graduate,2.434,16.51,Direct_Answer_Generation,Intermediate,4,TRUE,16.32,2,Actively_Encouraged,8,2.481,67.84,High
35779,135779,Arts,Senior,3.546,0.22,Direct_Answer_Generation,Intermediate,1,TRUE,15.54,2,Allowed_With_Citation,1,3.702,100,Medium
35780,135780,STEM,Senior,3.12,3.46,Direct_Answer_Generation,Beginner,2,FALSE,4.44,3,Actively_Encouraged,5,3.22,68.14,High
35781,135781,Business,Senior,3.436,4.79,Ideation,Beginner,1,TRUE,7.79,5,Allowed_With_Citation,6,3.472,70.27,Low
35782,135782,Business,Junior,3.767,2.4,Summarizing_Reading,Advanced,5,FALSE,12.03,2,Allowed_With_Citation,2,4,78.44,Medium
35783,135783,Medical,Freshman,3.09,4.43,Summarizing_Reading,Intermediate,3,FALSE,6.79,4,Actively_Encouraged,3,3.104,90.29,Low
35784,135784,STEM,Junior,3.447,4.68,Debugging/Troubleshooting,Beginner,2,FALSE,12.86,4,Allowed_With_Citation,1,3.573,55.02,Low
35785,135785,STEM,Sophomore,3.465,16.4,Debugging/Troubleshooting,Advanced,4,FALSE,16.27,4,Actively_Encouraged,5,4,93.88,High
35786,135786,STEM,Freshman,2.742,1.57,Debugging/Troubleshooting,Intermediate,1,FALSE,16.9,4,Allowed_With_Citation,2,2.806,80.92,Medium
35787,135787,Medical,Senior,3.497,1.4,Direct_Answer_Generation,Beginner,3,FALSE,8.66,2,Allowed_With_Citation,4,3.913,72.73,High
35788,135788,Business,Junior,3.095,10.18,Summarizing_Reading,Beginner,3,TRUE,10.82,4,Allowed_With_Citation,2,3.53,58.57,Medium
35789,135789,Business,Senior,3.242,6.68,Ideation,Intermediate,2,FALSE,11.93,1,Actively_Encouraged,4,3.421,76.61,Low
35790,135790,STEM,Junior,3.11,9.33,Copywriting/Drafting,Intermediate,1,TRUE,12.43,3,Allowed_With_Citation,1,3.196,81.59,High
35791,135791,Humanities,Junior,2.453,1.98,Copywriting/Drafting,Beginner,3,TRUE,12.58,2,Strict_Ban,7,2.627,50.59,Medium
35792,135792,Humanities,Senior,3.711,0.59,Debugging/Troubleshooting,Intermediate,1,FALSE,17.79,1,Strict_Ban,2,3.837,88.4,Low
35793,135793,Humanities,Sophomore,3.02,0.29,Debugging/Troubleshooting,Intermediate,1,FALSE,13.19,4,Actively_Encouraged,6,3.2,84.09,Low
35794,135794,Arts,Senior,3.009,1,Summarizing_Reading,Intermediate,3,TRUE,7.98,3,Allowed_With_Citation,2,3.189,87.01,Medium
35795,135795,STEM,Junior,3.167,13.32,Ideation,Intermediate,4,FALSE,11,5,Strict_Ban,7,3.726,61.06,High
35796,135796,Business,Senior,3.898,9.13,Ideation,Intermediate,4,TRUE,23.05,1,Allowed_With_Citation,8,4,83.28,Low
35797,135797,Arts,Sophomore,3.525,2.25,Summarizing_Reading,Beginner,1,TRUE,11.66,2,Actively_Encouraged,6,3.352,62.4,Medium
35798,135798,Medical,Senior,2.524,3.92,Debugging/Troubleshooting,Beginner,1,FALSE,13.56,2,Strict_Ban,4,2.712,60.28,High
35799,135799,Business,Freshman,3.335,15.05,Direct_Answer_Generation,Intermediate,4,FALSE,8.57,4,Allowed_With_Citation,5,3.154,61.83,Medium
35800,135800,STEM,Graduate,3.721,6,Debugging/Troubleshooting,Beginner,3,FALSE,13.27,1,Actively_Encouraged,2,3.963,83.25,Low
35801,135801,Business,Senior,3.102,8.79,Copywriting/Drafting,Advanced,3,FALSE,6.8,4,Allowed_With_Citation,1,3.722,86.78,High
35802,135802,STEM,Senior,2.748,5.38,Copywriting/Drafting,Advanced,3,TRUE,15.78,5,Allowed_With_Citation,7,2.901,74.22,Medium
35803,135803,STEM,Sophomore,2.798,13.14,Copywriting/Drafting,Advanced,4,FALSE,7.92,4,Allowed_With_Citation,4,2.72,81.7,Medium
35804,135804,Business,Senior,3.66,12.4,Summarizing_Reading,Advanced,4,TRUE,4.61,5,Allowed_With_Citation,6,3.564,90.91,Medium
35805,135805,Arts,Senior,2.856,1.96,Copywriting/Drafting,Beginner,2,TRUE,11.95,2,Allowed_With_Citation,5,3.095,49.52,High
35806,135806,STEM,Junior,3.324,1.26,Summarizing_Reading,Intermediate,2,TRUE,15.31,5,Actively_Encouraged,4,3.602,80.97,Medium
35807,135807,STEM,Freshman,2.44,4.15,Copywriting/Drafting,Beginner,2,FALSE,6.81,5,Allowed_With_Citation,8,2.55,53.57,Medium
35808,135808,Business,Freshman,3.786,7.81,Ideation,Intermediate,1,FALSE,1,4,Allowed_With_Citation,5,3.742,87.43,Medium
35809,135809,STEM,Junior,2.623,5.36,Copywriting/Drafting,Intermediate,2,FALSE,10.51,1,Actively_Encouraged,1,3.19,54.98,Medium
35810,135810,Business,Senior,3.793,12.34,Ideation,Beginner,1,FALSE,11.03,4,Strict_Ban,7,4,84.21,Medium
35811,135811,STEM,Senior,3.976,11.46,Copywriting/Drafting,Advanced,4,FALSE,15.32,5,Allowed_With_Citation,4,4,87.7,Medium
35812,135812,STEM,Junior,2.559,6.71,Debugging/Troubleshooting,Advanced,5,FALSE,17.64,5,Allowed_With_Citation,4,3.217,95.61,Medium
35813,135813,Business,Freshman,3.115,40,Copywriting/Drafting,Intermediate,3,TRUE,10.98,10,Strict_Ban,6,3.197,50.28,High
35814,135814,Arts,Sophomore,3.536,1.63,Debugging/Troubleshooting,Intermediate,3,TRUE,10.09,1,Actively_Encouraged,8,3.694,87.7,Low
35815,135815,Business,Freshman,3.825,2.84,Copywriting/Drafting,Beginner,2,FALSE,4.16,3,Allowed_With_Citation,3,4,73.16,Low
35816,135816,Arts,Freshman,3.276,6,Copywriting/Drafting,Intermediate,3,FALSE,11.57,5,Actively_Encouraged,3,3.345,63.67,Medium
35817,135817,STEM,Freshman,3.714,2.41,Direct_Answer_Generation,Intermediate,4,FALSE,9.58,1,Actively_Encouraged,2,3.844,84.22,Low
35818,135818,Medical,Senior,3.854,26.34,Summarizing_Reading,Beginner,3,TRUE,9.78,8,Allowed_With_Citation,9,3.953,52.48,High
35819,135819,Humanities,Junior,3.251,3.78,Summarizing_Reading,Intermediate,1,FALSE,15.42,5,Actively_Encouraged,4,3.609,85.26,Medium
35820,135820,Arts,Graduate,2.957,11.65,Direct_Answer_Generation,Advanced,4,TRUE,6.61,5,Actively_Encouraged,3,2.836,85.93,Medium
35821,135821,Humanities,Senior,3.342,7.62,Direct_Answer_Generation,Intermediate,2,FALSE,14.78,3,Allowed_With_Citation,1,3.633,79.05,Medium
35822,135822,STEM,Sophomore,3.744,20.06,Summarizing_Reading,Beginner,2,TRUE,12.1,5,Allowed_With_Citation,2,4,65.22,Medium
35823,135823,STEM,Senior,2.521,26.56,Debugging/Troubleshooting,Intermediate,5,TRUE,4.44,7,Actively_Encouraged,7,2.532,55.48,High
35824,135824,Business,Freshman,3.751,3.08,Debugging/Troubleshooting,Advanced,3,TRUE,12.93,2,Allowed_With_Citation,6,4,100,Medium
35825,135825,STEM,Graduate,2.145,6.65,Debugging/Troubleshooting,Intermediate,5,TRUE,5.35,2,Actively_Encouraged,4,2.39,74.81,Medium
35826,135826,Medical,Junior,3.89,3.03,Summarizing_Reading,Beginner,3,FALSE,6.81,2,Allowed_With_Citation,3,4,90.37,Medium
35827,135827,STEM,Freshman,3.56,40,Debugging/Troubleshooting,Intermediate,2,TRUE,9.91,8,Allowed_With_Citation,5,3.751,59.81,Medium
35828,135828,Humanities,Junior,3.553,11.59,Ideation,Advanced,4,FALSE,1.56,3,Actively_Encouraged,3,3.866,83.94,Medium
35829,135829,STEM,Graduate,2.036,2.02,Debugging/Troubleshooting,Advanced,4,FALSE,13.49,3,Allowed_With_Citation,4,2.241,100,Low
35830,135830,STEM,Senior,3.612,5.55,Debugging/Troubleshooting,Beginner,2,FALSE,10.92,3,Allowed_With_Citation,3,3.969,44.72,Low
35831,135831,Business,Sophomore,3.27,40,Ideation,Intermediate,1,TRUE,15.6,10,Allowed_With_Citation,8,3.48,83.72,High
35832,135832,Business,Sophomore,3.209,1.12,Ideation,Beginner,1,FALSE,8.08,6,Actively_Encouraged,7,3.506,83.1,Medium
35833,135833,Arts,Graduate,3.759,5.64,Ideation,Intermediate,4,FALSE,8.54,6,Allowed_With_Citation,5,3.963,78.63,Medium
35834,135834,STEM,Graduate,2.585,8.57,Debugging/Troubleshooting,Beginner,2,FALSE,15.41,2,Allowed_With_Citation,2,2.955,59.61,Low
35835,135835,Medical,Graduate,3.67,0.79,Debugging/Troubleshooting,Beginner,2,TRUE,12.08,1,Strict_Ban,2,3.87,51.18,Low
35836,135836,Humanities,Graduate,3.625,15.85,Direct_Answer_Generation,Beginner,2,TRUE,5.41,4,Strict_Ban,5,3.606,47.69,High
35837,135837,Medical,Junior,3.09,12.06,Summarizing_Reading,Advanced,5,TRUE,8.22,6,Allowed_With_Citation,3,3.374,86.41,Medium
35838,135838,STEM,Graduate,3.383,13.13,Debugging/Troubleshooting,Intermediate,3,TRUE,10.18,5,Allowed_With_Citation,5,3.493,78.97,Medium
35839,135839,Business,Sophomore,3.51,4.46,Debugging/Troubleshooting,Intermediate,3,FALSE,8.95,5,Allowed_With_Citation,5,3.76,78.82,Low
35840,135840,Business,Senior,1.946,19.53,Debugging/Troubleshooting,Beginner,3,FALSE,14.52,3,Allowed_With_Citation,6,2.349,83.1,Medium
35841,135841,Humanities,Sophomore,3.638,27.92,Direct_Answer_Generation,Intermediate,2,TRUE,8.5,6,Allowed_With_Citation,4,3.444,14.88,High
35842,135842,STEM,Junior,2.451,5.55,Copywriting/Drafting,Intermediate,3,FALSE,10.45,3,Actively_Encouraged,4,2.398,85.38,Medium
35843,135843,Business,Junior,3.268,3.34,Ideation,Intermediate,5,TRUE,12.07,5,Strict_Ban,4,3.744,76.47,Low
35844,135844,STEM,Graduate,3.545,19.7,Ideation,Intermediate,2,TRUE,17.97,5,Allowed_With_Citation,6,3.986,72.75,Medium
35845,135845,Business,Freshman,3.134,1.31,Debugging/Troubleshooting,Beginner,3,FALSE,21.07,2,Strict_Ban,6,3.451,74.49,Medium
35846,135846,Business,Graduate,2.816,13.87,Summarizing_Reading,Advanced,3,TRUE,26.88,4,Actively_Encouraged,9,3.012,60.64,Medium
35847,135847,Business,Junior,3.237,16.84,Summarizing_Reading,Beginner,2,FALSE,13.87,4,Allowed_With_Citation,4,3.805,71.05,Medium
35848,135848,Medical,Junior,2.466,5.21,Summarizing_Reading,Beginner,2,FALSE,12.07,4,Allowed_With_Citation,4,2.697,62.59,Medium
35849,135849,STEM,Senior,2.491,3.21,Debugging/Troubleshooting,Beginner,3,FALSE,13.02,1,Strict_Ban,1,2.771,80.24,Medium
35850,135850,Humanities,Senior,3.365,5.13,Debugging/Troubleshooting,Intermediate,1,TRUE,14.94,1,Allowed_With_Citation,1,3.741,75.45,Low
35851,135851,Humanities,Graduate,3.157,0.4,Direct_Answer_Generation,Beginner,2,FALSE,12.61,1,Actively_Encouraged,1,3.048,78.7,Medium
35852,135852,Business,Junior,3.373,7.05,Ideation,Advanced,3,FALSE,18.65,5,Strict_Ban,4,3.476,83.78,Medium
35853,135853,Medical,Junior,3.331,4.92,Summarizing_Reading,Advanced,3,FALSE,10.07,1,Actively_Encouraged,2,3.308,73.46,Medium
35854,135854,Medical,Graduate,2.947,1.95,Summarizing_Reading,Intermediate,2,TRUE,4.3,2,Actively_Encouraged,4,3.175,78.79,Low
35855,135855,Medical,Graduate,3.278,6.48,Copywriting/Drafting,Beginner,2,FALSE,12.52,3,Allowed_With_Citation,3,3.615,53.37,Medium
35856,135856,Medical,Freshman,3.631,9.3,Summarizing_Reading,Beginner,1,TRUE,4.31,5,Strict_Ban,6,3.597,94.36,High
35857,135857,Medical,Sophomore,3.248,10,Copywriting/Drafting,Advanced,3,FALSE,5.18,5,Allowed_With_Citation,6,3.551,76.58,High
35858,135858,Humanities,Junior,2.238,6.22,Copywriting/Drafting,Intermediate,1,FALSE,6.47,5,Allowed_With_Citation,9,2.266,57.58,High
35859,135859,Medical,Graduate,2.163,3.37,Debugging/Troubleshooting,Beginner,3,FALSE,7.1,2,Allowed_With_Citation,4,2.411,67.12,Medium
35860,135860,Arts,Junior,3.905,7.27,Summarizing_Reading,Advanced,3,TRUE,12.16,5,Actively_Encouraged,7,4,91.89,Medium
35861,135861,STEM,Senior,3.485,2.92,Debugging/Troubleshooting,Advanced,5,TRUE,12.29,4,Allowed_With_Citation,1,3.865,87.54,Low
35862,135862,STEM,Freshman,2.805,17.15,Debugging/Troubleshooting,Advanced,3,TRUE,18.42,4,Strict_Ban,6,3.516,78.89,High
35863,135863,STEM,Junior,2.096,1.07,Debugging/Troubleshooting,Intermediate,3,TRUE,7.08,4,Allowed_With_Citation,4,2.161,69.99,High
35864,135864,Arts,Freshman,3.596,4.61,Direct_Answer_Generation,Intermediate,4,TRUE,10.4,3,Actively_Encouraged,6,3.409,100,Medium
35865,135865,Business,Sophomore,3.07,3.68,Ideation,Beginner,2,FALSE,15.61,4,Actively_Encouraged,7,3.391,63.17,Low
35866,135866,STEM,Freshman,2.963,7.8,Debugging/Troubleshooting,Beginner,1,FALSE,9.56,3,Actively_Encouraged,3,3.142,77.75,High
35867,135867,Business,Freshman,2.303,1.95,Ideation,Advanced,5,FALSE,16.01,2,Actively_Encouraged,6,2.459,77.76,Medium
